id,marketing_channel,account_creation_method,country_code,loyalty_program,created_on
1d8baf95,direct,desktop,US,0,6/28/21
2f1b5bf0,direct,desktop,FR,1,6/28/21
af20e400,direct,desktop,US,1,6/28/21
a09e0c65,direct,desktop,GB,1,6/28/21
9ba62dcd,direct,desktop,EG,1,6/28/21
d1d27b3b,direct,desktop,US,1,6/28/21
07f7d33f,direct,desktop,NL,1,6/28/21
df2f1011,direct,desktop,PH,1,6/28/21
e2dd71ab,direct,desktop,CA,0,6/28/21
ceabf674,direct,desktop,US,1,6/28/21
87cd2d7f,direct,desktop,US,0,6/28/21
cad3c840,direct,desktop,US,0,6/28/21
26fed46b,direct,desktop,US,1,6/28/21
ca071cfd,direct,desktop,IL,0,6/28/21
947cf2cc,direct,desktop,IN,1,6/28/21
f470b4b1,direct,desktop,US,1,6/28/21
79aab183,direct,desktop,US,1,6/28/21
3e14c118,direct,desktop,EG,0,6/28/21
9f7875cf,direct,desktop,ES,1,6/28/21
53f037d6,direct,desktop,US,0,6/28/21
d1f3ac90,direct,desktop,US,0,6/28/21
90b5cbea,direct,desktop,US,1,6/28/21
21965ace,direct,desktop,CL,0,6/28/21
182523b5,direct,desktop,JP,1,6/28/21
d7245fd8,direct,desktop,US,1,6/28/21
e040bea7,direct,desktop,JO,0,6/28/21
e1e621a0,direct,desktop,US,1,6/28/21
d84a9ad2,direct,desktop,US,1,6/28/21
0f8190a2,direct,desktop,CH,1,6/28/21
b0431ada,direct,desktop,PL,1,6/28/21
565cb671,direct,desktop,US,1,6/28/21
804aaeed,direct,desktop,US,0,6/28/21
ecdaf65c,direct,desktop,GB,0,6/28/21
d3fb12b0,direct,desktop,NO,1,6/28/21
265b7eb3,direct,desktop,DE,1,6/28/21
cd5bd55a,direct,desktop,NL,1,6/28/21
54c71d76,direct,desktop,CR,1,3/11/22
cc94524c,direct,desktop,CA,0,3/11/22
a4398162,direct,desktop,US,1,3/11/22
6e5b6f7d,direct,desktop,US,0,3/11/22
6edc25fb,direct,desktop,ES,0,3/11/22
a8513a5a,direct,desktop,CA,1,3/11/22
4023d8d7,direct,desktop,BR,0,3/11/22
31aced4d,direct,desktop,US,0,3/11/22
a7a8cbc2,direct,desktop,EE,0,3/11/22
6aa06979,direct,desktop,GB,1,3/11/22
8d50b14a,direct,desktop,US,1,3/11/22
87a3db9c,direct,desktop,HK,1,3/11/22
3363df70,direct,desktop,US,1,3/11/22
34f431b5,direct,desktop,SG,1,3/11/22
212edcad,direct,desktop,US,1,3/11/22
85862012,direct,desktop,AU,0,3/11/22
5bf69bcf,direct,desktop,CR,0,3/11/22
d7d1e8e9,direct,desktop,AZ,1,3/11/22
4c1b155e,direct,desktop,US,0,3/11/22
aede3b86,direct,desktop,US,0,3/11/22
6ca0b8db,direct,desktop,US,1,3/11/22
7614ca9f,direct,desktop,US,1,3/11/22
ad7a8cb3,direct,desktop,IT,1,3/11/22
a7e12954,direct,desktop,FR,1,3/11/22
0c648d3d,direct,desktop,US,1,3/11/22
e7d19d08,direct,desktop,KR,0,3/11/22
59b71265,direct,desktop,US,1,3/11/22
82e690a9,direct,desktop,FR,1,3/11/22
af200c6a,direct,desktop,IT,0,3/11/22
a0df3708,direct,desktop,US,0,3/11/22
a9a1ec30,direct,desktop,US,1,3/11/22
0266d955,direct,desktop,US,1,3/11/22
155cd107,direct,desktop,US,0,3/11/22
e59ac46d,direct,desktop,US,1,3/11/22
53596b1e,direct,desktop,CA,1,3/11/22
139fa2a4,direct,desktop,AL,1,3/11/22
aa6d6f02,direct,desktop,US,0,3/11/22
6a72a545,direct,desktop,US,0,3/11/22
350be976,direct,desktop,GB,1,11/22/22
7b00beae,direct,desktop,US,0,11/22/22
5dbd0538,direct,desktop,HU,0,11/22/22
0b120e83,direct,desktop,US,0,5/23/19
acc0ed47,direct,desktop,US,0,5/23/19
2cd60e9d,direct,desktop,SG,0,5/23/19
69ee9660,direct,desktop,PE,0,5/23/19
05ee85a4,direct,desktop,GB,0,5/23/19
fdae2da5,direct,desktop,US,0,5/23/19
43521d0f,direct,desktop,BR,0,5/23/19
cea3f2d5,direct,desktop,BR,0,5/23/19
38aacfea,direct,desktop,KR,0,5/23/19
c221c54a,direct,desktop,GB,0,5/23/19
64e94acc,direct,desktop,GB,0,5/23/19
d5d83fb5,direct,desktop,IL,0,5/23/19
d703e71b,direct,desktop,YE,0,5/23/19
add6b876,direct,desktop,JP,0,5/23/19
3ec5ba1e,direct,desktop,UG,0,5/23/19
fc16d66a,direct,desktop,US,0,5/23/19
0fb63c0c,direct,desktop,FR,1,5/23/19
8d910e60,direct,desktop,IT,0,5/23/19
dfbdbe73,direct,desktop,CA,0,5/23/19
7c68874a,direct,desktop,GB,0,5/23/19
0c7d3244,direct,desktop,DE,0,5/23/19
aff7d67b,direct,desktop,US,0,5/23/19
57fa0827,direct,desktop,NZ,0,5/23/19
e851b4fa,direct,desktop,ES,0,5/23/19
2b5d3912,direct,desktop,GB,0,5/23/19
0e19575c,direct,desktop,US,0,5/23/19
8fd5957a,direct,desktop,US,0,5/23/19
364fc579,direct,desktop,MX,0,5/23/19
58712346,direct,desktop,US,0,5/23/19
9e290451,direct,desktop,PL,0,5/23/19
f861cfb1,direct,desktop,US,1,5/23/19
f7b5e0a5,direct,desktop,US,0,5/23/19
63982b8a,direct,desktop,CA,0,5/23/19
58c965c2,direct,desktop,US,0,5/23/19
66e903ac,direct,desktop,US,0,2/3/20
b6f55561,direct,desktop,US,1,2/3/20
f8fc68ad,direct,desktop,US,0,2/3/20
9f0a7ec9,direct,desktop,US,0,2/3/20
981cf87f,direct,desktop,DE,0,2/3/20
8ecee4a9,direct,desktop,GB,0,2/3/20
b6ea59a1,direct,desktop,US,0,2/3/20
540949d9,direct,desktop,US,0,2/3/20
b3af817e,direct,desktop,US,0,2/3/20
c03ab921,direct,desktop,BE,0,2/3/20
38878df2,direct,desktop,US,0,2/3/20
954a57bd,direct,desktop,DE,0,2/3/20
79a379b6,direct,desktop,AU,0,2/3/20
fe2258e9,direct,desktop,ES,0,2/3/20
c6a3d1fc,direct,desktop,US,0,2/3/20
d6d2510c,direct,desktop,US,0,2/3/20
28416483,direct,desktop,US,0,2/3/20
9438cde1,direct,desktop,US,0,2/3/20
852133b2,direct,desktop,DE,0,2/3/20
52c6843e,direct,desktop,US,0,2/3/20
44977c09,direct,desktop,US,0,2/3/20
0505082c,direct,desktop,US,0,2/3/20
756d21b8,direct,desktop,AU,1,2/3/20
3fdc6cd6,direct,desktop,US,0,2/3/20
e64e168d,direct,desktop,US,0,2/3/20
37c040c3,direct,desktop,US,0,2/3/20
0f409320,direct,desktop,GB,1,2/3/20
583e34db,direct,desktop,US,0,2/3/20
1ef6842e,direct,desktop,GB,1,2/3/20
c0208dbe,direct,desktop,US,1,2/3/20
7779f8cf,direct,desktop,BG,0,2/3/20
07612d8e,direct,desktop,US,0,2/3/20
bd250486,direct,desktop,CA,0,2/3/20
36f81310,direct,desktop,US,0,2/3/20
918932de,direct,desktop,AU,0,2/3/20
f26ccf8c,direct,desktop,US,0,2/3/20
a13b22ed,direct,desktop,US,0,2/3/20
9276a8e6,direct,desktop,IL,0,2/3/20
cedaab9e,direct,desktop,NO,0,2/3/20
8e5e0471,direct,desktop,US,1,2/3/20
be39b4a6,direct,desktop,PE,1,2/3/20
a7b3023c,direct,desktop,IT,0,2/3/20
e8cb915d,direct,desktop,US,0,2/3/20
492ba725,direct,desktop,US,1,2/3/20
7ddf7c81,direct,desktop,US,1,2/3/20
8824bb2d,direct,desktop,FR,0,2/3/20
5aae7d53,direct,desktop,PT,1,2/3/20
fb20494d,direct,desktop,US,1,2/3/20
55cf0ba1,direct,desktop,GB,0,2/3/20
49e38ea8,direct,desktop,AE,0,2/3/20
09f67e02,direct,desktop,US,0,2/3/20
276a6a8e,direct,desktop,CA,0,2/3/20
992f73f4,direct,desktop,US,0,2/3/20
3f4b2e3c,direct,desktop,NZ,1,2/3/20
fb3a6001,direct,desktop,CH,0,2/3/20
4f7c8dce,direct,desktop,US,1,2/3/20
506d3305,direct,desktop,GB,0,2/3/20
00272a28,direct,desktop,HK,1,2/3/20
4990a511,direct,desktop,US,0,2/3/20
f6a6a499,direct,desktop,TR,0,2/3/20
1.66E+68,direct,desktop,AU,1,2/3/20
badf7f90,direct,desktop,GB,0,2/3/20
710e32cc,direct,desktop,US,1,10/16/20
0a83c82b,direct,desktop,JP,0,10/16/20
5d780d62,direct,desktop,US,1,10/16/20
3a1386eb,direct,desktop,RU,0,10/16/20
607681f4,direct,desktop,US,1,10/16/20
172877ee,direct,desktop,US,0,10/16/20
e623de73,direct,desktop,CA,0,10/16/20
6677f7b7,direct,desktop,US,1,10/16/20
111c0274,direct,desktop,PL,0,10/16/20
2d598ce7,direct,desktop,US,1,10/16/20
f0275cc6,direct,desktop,AU,1,10/16/20
e8267694,direct,desktop,JP,0,10/16/20
b36a2b19,direct,desktop,US,1,10/16/20
1d3bed0a,direct,desktop,SG,1,10/16/20
3771d1d6,direct,desktop,FR,0,10/16/20
b2474a51,direct,desktop,NL,1,10/16/20
18d31e7d,direct,desktop,DE,0,10/16/20
dda67bb0,direct,desktop,US,1,10/16/20
78652800000,direct,desktop,GB,0,10/16/20
56fb7f47,direct,desktop,US,0,10/16/20
87478cfe,direct,desktop,US,1,10/16/20
1c1f599c,direct,desktop,FR,0,10/16/20
cadda7ab,direct,desktop,FR,1,10/16/20
96f3e8be,direct,desktop,SA,1,10/16/20
832d2e90,direct,desktop,IN,1,10/16/20
7fc27d48,direct,desktop,FI,1,10/16/20
34590cc8,direct,desktop,CA,0,10/16/20
575a3774,direct,desktop,SE,0,10/16/20
4feac3bb,direct,desktop,DE,0,10/16/20
f29f74db,direct,desktop,JP,0,10/16/20
1f480c95,direct,desktop,US,1,10/16/20
c3d7f323,direct,desktop,NG,1,10/16/20
8c9e775b,direct,desktop,US,1,10/16/20
cfaf28ac,direct,desktop,US,0,10/16/20
835fa1e4,direct,desktop,US,1,10/16/20
635308f3,direct,desktop,IT,1,10/16/20
7ab0ea50,direct,desktop,NL,0,10/16/20
42d778e6,direct,desktop,US,0,10/16/20
7d86559d,direct,desktop,US,0,10/16/20
92888c29,direct,desktop,DE,0,10/16/20
93600202,direct,desktop,GR,1,10/16/20
92200304,direct,desktop,GB,1,10/16/20
ff254d66,direct,desktop,JP,0,10/16/20
aa5399cd,direct,desktop,FR,0,10/16/20
9180de6c,direct,desktop,JP,1,10/16/20
2.16E+33,direct,desktop,BR,0,10/16/20
ef49c4e3,direct,desktop,US,1,6/29/21
e55b000f,direct,desktop,US,0,6/29/21
f1069e47,direct,desktop,US,0,6/29/21
cafde2b2,direct,desktop,US,0,6/29/21
f90e4e4e,direct,desktop,HU,1,6/29/21
0977b0bd,direct,desktop,US,1,6/29/21
73ee730d,direct,desktop,US,1,6/29/21
0b5969eb,direct,desktop,TR,0,6/29/21
b812ab4b,direct,desktop,DE,0,6/29/21
40483f49,direct,desktop,AU,0,6/29/21
8a7aae11,direct,desktop,CZ,0,6/29/21
59065ac7,direct,desktop,US,0,6/29/21
9991980000,direct,desktop,US,1,6/29/21
e751a6a4,direct,desktop,CA,1,6/29/21
848c3219,direct,desktop,SI,0,6/29/21
2cc6f6cb,direct,desktop,GB,1,6/29/21
a39429a6,direct,desktop,AU,1,6/29/21
cac9ebac,direct,desktop,US,1,6/29/21
8ce16f87,direct,desktop,US,1,6/29/21
c9ed82ce,direct,desktop,GB,1,6/29/21
bafe0eaf,direct,desktop,DE,1,6/29/21
d0e923ab,direct,desktop,AR,1,6/29/21
ac82e2b5,direct,desktop,US,0,6/29/21
876380b1,direct,desktop,JP,0,6/29/21
8ed32cbb,direct,desktop,US,1,6/29/21
24bb79ef,direct,desktop,US,0,6/29/21
c0c4545e,direct,desktop,GB,1,6/29/21
f91d658a,direct,desktop,US,1,6/29/21
962a049f,direct,desktop,FR,0,6/29/21
c116f66f,direct,desktop,JP,0,6/29/21
172d6e4e,direct,desktop,US,1,6/29/21
ed7ebb16,direct,desktop,DE,1,6/29/21
2b1c6fbc,direct,desktop,US,1,6/29/21
92736cec,direct,desktop,NL,1,6/29/21
a25ce755,direct,desktop,US,1,6/29/21
af08d0d8,direct,desktop,IL,1,6/29/21
d5ec8e77,direct,desktop,GB,0,6/29/21
aacf4550,direct,desktop,BE,1,6/29/21
511f2d52,direct,desktop,GB,0,6/29/21
d85a4f76,direct,desktop,KE,1,6/29/21
7a43978c,direct,desktop,NZ,1,6/29/21
4f5df850,direct,desktop,US,0,6/29/21
43d87b45,direct,desktop,CA,0,6/29/21
a6b6c197,direct,desktop,US,0,6/29/21
0a265e75,direct,desktop,US,1,6/29/21
4907a81b,direct,desktop,FR,1,6/29/21
089a7c15,direct,desktop,US,1,6/29/21
71f09b40,direct,desktop,US,0,6/29/21
c243425b,direct,desktop,US,1,6/29/21
682dd7b8,direct,desktop,BR,1,6/29/21
60fb3104,direct,desktop,US,1,6/29/21
93086d9c,direct,desktop,BE,1,6/29/21
5598baaf,direct,desktop,CA,0,6/29/21
159edf4d,direct,desktop,AU,0,6/29/21
5f2ef4b8,direct,desktop,US,1,6/29/21
70b703b9,direct,desktop,US,1,3/12/22
b29468f6,direct,desktop,AU,1,3/12/22
ec83bd79,direct,desktop,US,0,3/12/22
48bf43bc,direct,desktop,DE,0,3/12/22
65834bcb,direct,desktop,AU,0,3/12/22
488b2e59,direct,desktop,US,1,3/12/22
11b23886,direct,desktop,DK,1,3/12/22
dfed470f,direct,desktop,JP,0,3/12/22
8e13fa80,direct,desktop,US,0,3/12/22
517fb08b,direct,desktop,US,1,3/12/22
1000c8ee,direct,desktop,GT,0,3/12/22
8608f0a6,direct,desktop,US,1,3/12/22
1b554fc4,direct,desktop,US,0,3/12/22
be0df9c5,direct,desktop,US,0,3/12/22
976d7018,direct,desktop,GB,1,3/12/22
5ccb1e68,direct,desktop,AU,1,3/12/22
726a4585,direct,desktop,US,0,3/12/22
2ab7d815,direct,desktop,US,1,3/12/22
26abcf52,direct,desktop,CA,1,3/12/22
17a549df,direct,desktop,PR,1,3/12/22
a91d4a0e,direct,desktop,MX,0,3/12/22
1c211cda,direct,desktop,CA,1,3/12/22
89a4ae4f,direct,desktop,RU,0,3/12/22
2b13a210,direct,desktop,US,0,3/12/22
f0955bb7,direct,desktop,CZ,1,3/12/22
841ca7fb,direct,desktop,US,0,3/12/22
2078fa63,direct,desktop,JP,1,3/12/22
ed825587,direct,desktop,US,1,3/12/22
cbc0414d,direct,desktop,US,1,3/12/22
4df49ad7,direct,desktop,US,1,3/12/22
a8dc0d0d,direct,desktop,BR,0,3/12/22
48750fd1,direct,desktop,BR,1,3/12/22
0074b8ef,direct,desktop,US,0,3/12/22
cbe16871,direct,desktop,US,1,3/12/22
085fe320,direct,desktop,RU,1,3/12/22
3554a23a,direct,desktop,CA,1,3/12/22
0aad7b8a,direct,desktop,VN,1,3/12/22
95afe422,direct,desktop,PT,1,3/12/22
50393452,direct,desktop,GB,1,3/12/22
ec272334,direct,desktop,FR,0,11/23/22
1be12470,direct,desktop,GB,0,11/23/22
288da2b1,direct,desktop,US,1,11/23/22
3f99d82d,direct,desktop,US,0,5/24/19
332998,direct,desktop,GB,0,5/24/19
955c627d,direct,desktop,GB,0,5/24/19
68772119,direct,desktop,US,0,5/24/19
630bf303,direct,desktop,US,0,5/24/19
e4a1ff57,direct,desktop,AT,0,5/24/19
12e3d3e7,direct,desktop,US,0,5/24/19
abbd0660,direct,desktop,US,0,5/24/19
7de5fe50,direct,desktop,US,0,5/24/19
30c810f7,direct,desktop,CA,0,5/24/19
c4fcffd8,direct,desktop,US,0,5/24/19
b73dd341,direct,desktop,BR,0,5/24/19
69584acf,direct,desktop,RU,0,5/24/19
8f75e39e,direct,desktop,US,0,5/24/19
b9c1d972,direct,desktop,US,1,5/24/19
c8a5782e,direct,desktop,JP,0,5/24/19
36272d4a,direct,desktop,AU,0,5/24/19
0f1ecd4f,direct,desktop,FR,0,5/24/19
2705114,direct,desktop,US,0,5/24/19
85a759b7,direct,desktop,NL,0,5/24/19
ea4445b9,direct,desktop,BE,0,5/24/19
7c142600,direct,desktop,US,0,5/24/19
6872da9a,direct,desktop,US,0,5/24/19
5682f28d,direct,desktop,IE,0,5/24/19
1da539e3,direct,desktop,US,1,5/24/19
27421d33,direct,desktop,GB,0,5/24/19
24fad499,direct,desktop,BR,0,5/24/19
cc252598,direct,desktop,CA,0,5/24/19
77ee0844,direct,desktop,BR,0,5/24/19
5ae94bbd,direct,desktop,CZ,0,2/4/20
c39241d7,direct,desktop,IN,0,2/4/20
a8c4a04b,direct,desktop,US,1,2/4/20
c943a677,direct,desktop,US,0,2/4/20
27fe1e96,direct,desktop,US,0,2/4/20
a4df7112,direct,desktop,IE,1,2/4/20
5024647b,direct,desktop,GB,1,2/4/20
f2a7e968,direct,desktop,US,1,2/4/20
f92cb4a9,direct,desktop,AU,0,2/4/20
a3e7bed0,direct,desktop,US,0,2/4/20
8ebc42b6,direct,desktop,KR,1,2/4/20
f476b9e1,direct,desktop,CA,0,2/4/20
29a55c24,direct,desktop,US,0,2/4/20
92bb61dd,direct,desktop,SE,0,2/4/20
41423d72,direct,desktop,US,0,2/4/20
bc5b2217,direct,desktop,US,0,2/4/20
5150ad24,direct,desktop,US,0,2/4/20
5591d6f0,direct,desktop,CA,0,2/4/20
9874344f,direct,desktop,AU,0,2/4/20
21ca3dfc,direct,desktop,US,0,2/4/20
daa4b082,direct,desktop,MU,1,2/4/20
1ac1f186,direct,desktop,IT,0,2/4/20
880d7d28,direct,desktop,DE,0,2/4/20
0e99720b,direct,desktop,US,0,2/4/20
a0a90be5,direct,desktop,NZ,1,2/4/20
c9bf3975,direct,desktop,US,0,2/4/20
65b1781d,direct,desktop,US,0,2/4/20
39a0702b,direct,desktop,TH,0,2/4/20
a8a27a7d,direct,desktop,US,1,2/4/20
46c564a4,direct,desktop,KR,0,2/4/20
a5318a08,direct,desktop,US,0,2/4/20
32924371,direct,desktop,NZ,0,2/4/20
67d2f315,direct,desktop,PR,0,2/4/20
d5db3b39,direct,desktop,US,0,2/4/20
9e9dbf25,direct,desktop,DE,0,2/4/20
eb893cba,direct,desktop,MX,0,2/4/20
6fe4b974,direct,desktop,US,0,2/4/20
17a99419,direct,desktop,DE,0,2/4/20
e9b9fabb,direct,desktop,CZ,0,2/4/20
58e01c56,direct,desktop,US,0,2/4/20
cf1e980c,direct,desktop,US,0,2/4/20
930c7112,direct,desktop,CY,0,2/4/20
d5caff1a,direct,desktop,US,0,2/4/20
669ded8e,direct,desktop,US,1,2/4/20
1f6860dc,direct,desktop,US,0,2/4/20
f882b9a2,direct,desktop,DE,0,2/4/20
83dc33c3,direct,desktop,BR,0,2/4/20
8954858f,direct,desktop,GB,0,2/4/20
d4d9f360,direct,desktop,US,0,2/4/20
c7ae5723,direct,desktop,NO,1,2/4/20
a35af059,direct,desktop,IT,1,2/4/20
7adbac14,direct,desktop,NL,1,2/4/20
a38aa3f1,direct,desktop,US,1,2/4/20
41a5fe63,direct,desktop,US,1,2/4/20
2f06dad1,direct,desktop,IE,1,2/4/20
3f36c512,direct,desktop,NO,1,2/4/20
498f8b82,direct,desktop,GB,1,2/4/20
c79ee6ee,direct,desktop,US,1,10/17/20
76452667,direct,desktop,US,1,10/17/20
4566343b,direct,desktop,US,1,10/17/20
446893a5,direct,desktop,US,1,10/17/20
8dbc3d58,direct,desktop,US,0,10/17/20
46bedf0d,direct,desktop,AE,1,10/17/20
2d5df081,direct,desktop,GB,1,10/17/20
6f05e2e3,direct,desktop,GB,0,10/17/20
832fdc43,direct,desktop,US,0,10/17/20
8be152ff,direct,desktop,US,1,10/17/20
9a69967b,direct,desktop,AE,1,10/17/20
9694cd81,direct,desktop,IL,1,10/17/20
c09f318a,direct,desktop,US,0,10/17/20
581535b8,direct,desktop,TR,1,10/17/20
e9c052b6,direct,desktop,US,1,10/17/20
1db9d78a,direct,desktop,US,0,10/17/20
c7ea5872,direct,desktop,US,1,10/17/20
050bb70b,direct,desktop,AU,0,10/17/20
c8ef4326,direct,desktop,US,1,10/17/20
1f7f3cde,direct,desktop,US,1,10/17/20
1994047c,direct,desktop,AT,0,10/17/20
0810ac9c,direct,desktop,US,1,10/17/20
bc2d4324,direct,desktop,CA,0,10/17/20
d4edd18a,direct,desktop,SE,0,10/17/20
cc56a7f5,direct,desktop,GB,0,10/17/20
02fbde2d,direct,desktop,KR,0,10/17/20
2a71ceba,direct,desktop,US,1,10/17/20
dad0c41d,direct,desktop,US,1,10/17/20
31ef2ceb,direct,desktop,GB,0,10/17/20
9664ad24,direct,desktop,US,1,10/17/20
1ddc4b8e,direct,desktop,US,1,10/17/20
90dbf67f,direct,desktop,ES,0,10/17/20
0354f2e5,direct,desktop,US,0,10/17/20
fdb9c1bc,direct,desktop,GB,0,10/17/20
26ebd3dd,direct,desktop,US,1,10/17/20
3e60e044,direct,desktop,US,1,10/17/20
b0b9a6ae,direct,desktop,IT,1,10/17/20
22c40aae,direct,desktop,US,1,10/17/20
d7abd0c5,direct,desktop,US,1,10/17/20
96421617,direct,desktop,BR,1,10/17/20
d6f1e371,direct,desktop,DE,0,10/17/20
225465,direct,desktop,CA,1,6/30/21
5117e1c8,direct,desktop,US,0,6/30/21
82f1db2d,direct,desktop,US,1,6/30/21
b100ad0e,direct,desktop,MX,1,6/30/21
19c72b46,direct,desktop,DE,0,6/30/21
710cefbf,direct,desktop,LK,0,6/30/21
8e3b778d,direct,desktop,US,0,6/30/21
f557f0ae,direct,desktop,US,1,6/30/21
e07f3c67,direct,desktop,TR,1,6/30/21
5090e5d8,direct,desktop,US,0,6/30/21
400cf9b2,direct,desktop,US,0,6/30/21
ca736a35,direct,desktop,DE,1,6/30/21
17a8f93f,direct,desktop,NO,0,6/30/21
c233fbe0,direct,desktop,GB,0,6/30/21
2237dad4,direct,desktop,US,1,6/30/21
9905c6b9,direct,desktop,US,1,6/30/21
c1d12de3,direct,desktop,US,1,6/30/21
dbed29ed,direct,desktop,BE,1,6/30/21
8337a81b,direct,desktop,DE,1,6/30/21
8.35E+22,direct,desktop,BR,0,6/30/21
8dbf1241,direct,desktop,CA,1,6/30/21
99e2a64a,direct,desktop,VN,1,6/30/21
135bea77,direct,desktop,CA,1,6/30/21
06acb265,direct,desktop,IE,0,6/30/21
2cfda2e5,direct,desktop,CL,1,6/30/21
7cb32b28,direct,desktop,NO,1,6/30/21
dd76ae87,direct,desktop,US,1,6/30/21
de81255a,direct,desktop,AU,1,6/30/21
c5d1d9b8,direct,desktop,US,0,6/30/21
db99fc45,direct,desktop,SA,0,6/30/21
a66105d4,direct,desktop,MX,1,6/30/21
f865dbfc,direct,desktop,DK,1,6/30/21
fdedd0b3,direct,desktop,MY,0,6/30/21
fa910c0b,direct,desktop,US,1,6/30/21
c9bc6452,direct,desktop,JP,1,6/30/21
72b01f1e,direct,desktop,IE,1,6/30/21
b3abb164,direct,desktop,AU,0,6/30/21
2dec377d,direct,desktop,CA,1,6/30/21
2a4f41c7,direct,desktop,US,0,6/30/21
a6c7618a,direct,desktop,US,0,6/30/21
3addd40c,direct,desktop,IT,1,6/30/21
cb213928,direct,desktop,US,1,6/30/21
a0b9b55a,direct,desktop,AU,0,6/30/21
82708f19,direct,desktop,US,1,6/30/21
284f8d7e,direct,desktop,US,1,6/30/21
c11ec998,direct,desktop,US,1,6/30/21
7581887c,direct,desktop,FR,0,6/30/21
429b422e,direct,desktop,US,1,6/30/21
0901c61f,direct,desktop,CA,1,3/13/22
17295cd7,direct,desktop,US,0,3/13/22
202b8abc,direct,desktop,NL,1,3/13/22
c68f28ee,direct,desktop,CA,0,3/13/22
84d4f660,direct,desktop,US,1,3/13/22
1c73ced8,direct,desktop,US,0,3/13/22
4b9a2b88,direct,desktop,CO,1,3/13/22
de1d9644,direct,desktop,US,0,3/13/22
ebb4335b,direct,desktop,US,0,3/13/22
18b3dcb8,direct,desktop,BR,0,3/13/22
da677efe,direct,desktop,GB,0,3/13/22
3603f401,direct,desktop,US,1,3/13/22
d6abfd71,direct,desktop,US,1,3/13/22
b6341882,direct,desktop,JP,0,3/13/22
f2e9bebd,direct,desktop,HU,1,3/13/22
da3b965a,direct,desktop,GB,1,3/13/22
f2523bc4,direct,desktop,US,1,3/13/22
399179a4,direct,desktop,US,0,3/13/22
04d7b31e,direct,desktop,US,1,3/13/22
204b0484,direct,desktop,US,0,3/13/22
3874739d,direct,desktop,IN,0,3/13/22
1db90207,direct,desktop,IE,0,3/13/22
82dca576,direct,desktop,IN,0,3/13/22
17b4be0e,direct,desktop,NL,1,3/13/22
3af3244c,direct,desktop,TR,0,3/13/22
87f96c23,direct,desktop,GB,1,3/13/22
b1623fe7,direct,desktop,US,1,3/13/22
b94936fd,direct,desktop,AU,1,3/13/22
e00f9f79,direct,desktop,US,1,3/13/22
8b4d274f,direct,desktop,FR,1,3/13/22
277d15b5,direct,desktop,US,0,3/13/22
988a3b18,direct,desktop,US,1,3/13/22
faa11a40,direct,desktop,MX,1,3/13/22
485e154a,direct,desktop,US,1,3/13/22
f7c4c52e,direct,desktop,LV,1,3/13/22
70f7a373,direct,desktop,AU,0,3/13/22
fc127208,direct,desktop,US,0,3/13/22
1d607d81,direct,desktop,AU,1,3/13/22
f57e3265,direct,desktop,US,0,3/13/22
ae64bc16,direct,desktop,GB,1,3/13/22
f1849139,direct,desktop,DE,1,3/13/22
195fa804,direct,desktop,IT,0,11/24/22
d8eb741d,direct,desktop,US,0,11/24/22
cf372b99,direct,desktop,PE,0,11/24/22
780e0e01,direct,desktop,US,0,11/24/22
5bf3759b,direct,desktop,CA,1,11/24/22
657a191f,direct,desktop,AR,0,5/25/19
8f927ebc,direct,desktop,AU,0,5/25/19
34f412a3,direct,desktop,AU,0,5/25/19
f5f0c5f9,direct,desktop,IL,0,5/25/19
0a350e95,direct,desktop,US,0,5/25/19
5b6ed2ba,direct,desktop,CH,0,5/25/19
82d6db77,direct,desktop,JP,0,5/25/19
50345cda,direct,desktop,CA,0,5/25/19
82a77016,direct,desktop,DE,0,5/25/19
b666d990,direct,desktop,US,0,5/25/19
b01c638b,direct,desktop,US,0,5/25/19
71cc5e51,direct,desktop,US,0,5/25/19
9019883d,direct,desktop,US,0,5/25/19
3a8e0a94,direct,desktop,GB,1,5/25/19
ce51f68c,direct,desktop,NL,0,5/25/19
1c8910ca,direct,desktop,FI,0,5/25/19
68cc9d2c,direct,desktop,US,0,5/25/19
01fde16a,direct,desktop,PK,0,5/25/19
65245b94,direct,desktop,ES,0,5/25/19
1e0a4665,direct,desktop,AU,0,5/25/19
fc874d09,direct,desktop,EG,0,5/25/19
66c12df8,direct,desktop,CA,0,5/25/19
945e970a,direct,desktop,US,0,5/25/19
7f6149d2,direct,desktop,US,0,5/25/19
4bda47cf,direct,desktop,US,0,5/25/19
02fa3123,direct,desktop,US,0,5/25/19
2.73E+14,direct,desktop,BR,0,5/25/19
9e520f5a,direct,desktop,US,0,5/25/19
9d4f09f2,direct,desktop,TH,0,5/25/19
7f106e98,direct,desktop,BR,0,5/25/19
a35187b9,direct,desktop,US,0,5/25/19
9caf56d2,direct,desktop,BR,0,5/25/19
695033bf,direct,desktop,PT,0,2/5/20
b23ab196,direct,desktop,GB,0,2/5/20
09912fa7,direct,desktop,US,1,2/5/20
2b0f991a,direct,desktop,US,0,2/5/20
eda9d8a5,direct,desktop,NZ,1,2/5/20
2e6c01bd,direct,desktop,GB,0,2/5/20
db5ba190,direct,desktop,GB,0,2/5/20
1f3d88c3,direct,desktop,US,0,2/5/20
8183c468,direct,desktop,GB,0,2/5/20
a3953506,direct,desktop,US,0,2/5/20
dd43eabb,direct,desktop,ES,0,2/5/20
